firmid,shutdown,newproduct,gender,age,education_college,num_clients,num_supplier,bankloan,round,polconnection,labor,part5revenue,material_cost,total_profit,total_fixedassets,wage_cost,type,lnlabor,lnpart5revenue,lnmaterial_cost,lnwage_cost,lnnum_supplier,lnnum_clients,firmage,baselabor,survey_town_type,treatratio_comp,post,tradecredit_supplier,tradecredit_client,otherloan_amount,retail,lnsales2,lnrent,ad_cost,rennovation,industry,newloan,stock_frequency,treatratio_lcomp,treatratio_lnoncomp,lcompnum,treatratio_nonlcomp,treatratio_nonlnoncomp,newsupplier,category,lnprice,stockmanage,shareeducl,coneval_squality,coneval_env,coneval_money,coneval_all,selleradvice,bankloan_amount,bankloan_interest,RCC_amount,flagatt,shutdownall,endatt,otherloan_end,allloan_end,aallloan_end,T50,C50,T80,C80,lnsalesdif,finknowledge,difficultyloan,shut_part5revenue,shut_total_profit,shut_labor,dummy_lcomp,dummy_lnoncomp,dummy_nonlcomp,dummy_nonlnoncomp,marketcategory,_Ibasecount_2,_Ibasecount_3,_Ibasecount_4,_Ibasecount_5,_Ibasecount_6,_Ibasecount_7,_Ibasecount_8,_Ibasecount_9,_Ibasecount_10,_Ibasecount_11,basecounty,survey_town
336170,0,0,1,59,0,25,1,0,1,0,11,600,287.53,145.31,0,18.70000019669533,0,2.3978953,6.3969297,5.6613274,2.9285235,0,3.2188759,20,11,0,0,0,0,0,0,1,,3.1501594,0,0,5,0,,0,0,4,0,0,,4,2.1972246,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,600,145.31,11,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336170,0,0,1,59,0,28,1,0,2,,12,649.96002,333.59,154.13,6.3000002,21.60000085830688,0,2.4849067,6.4769111,5.8099127,3.0726933,0,3.3322046,,11,0,0,1,0,0,20.282934,1,,.25464219,0,0,5,0,,0,0,4,0,0,,4,2.1972246,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,649.96002,154.13,12,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336170,0,0,1,60,0,26,3,0,3,,11,599.60999,354.45999,111.57,13,19.80000078678131,0,2.3978953,6.3962793,5.8705955,2.985682,1.0986123,3.2580965,,11,0,0,1,0,0,20.282934,1,6.3894944,0,0,0,5,0,2,0,0,4,0,0,0,4,2.1972246,0,,,,,,,,,0,0,0,1,1,1,20.282934,0,0,0,0,0,0,.25,599.60999,111.57,11,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336951,0,0,1,40,0,3,10,0,1,0,3,70,30,10,4,3.000000044703484,0,1.0986123,4.2484951,3.4011974,1.0986123,2.3025851,1.0986123,10,3,0,0,0,1,0,0,0,,1.3862944,0,0,13,0,,0,0,4,0,0,,4,1.7917595,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,70,10,3,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336951,0,0,1,40,0,3,3,0,2,,5,65.400002,38.25,5.8500013,0,5.000000074505806,0,1.6094379,4.1805224,3.6441436,1.6094379,1.0986123,1.0986123,,3,0,0,1,1,0,0,0,,1.598377,0,0,13,0,,0,0,4,0,0,,4,1.7917595,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,65.400002,5.8500013,5,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336951,0,0,1,50,0,11,5,0,3,,5,101.24,37.5,6.9299998,6.75,5.000000074505806,0,1.6094379,4.6174941,3.624341,1.6094379,1.6094379,2.3978953,,3,0,0,1,1,1,0,0,4.5734768,1.9286187,0,0,13,0,.5,0,0,4,0,0,0,4,1.7917595,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,.80000001,.25,101.24,6.9299998,5,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336952,0,0,0,52,1,16,15,0,1,1,16,320,150,73.040001,0,40,0,2.7725887,5.768321,5.0106354,3.6888795,2.7080503,2.7725887,6,16,0,0,0,0,0,0,1,,.58778661,0,0,0,0,,0,0,3,0,0,,4,1.9459101,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,320,73.040001,16,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336952,0,0,0,52,0,22,14,0,2,1,22,412.39999,217.17999,101.8,0,57.1999979019165,0,3.0910425,6.0219936,5.3807263,4.0465541,2.6390574,3.0910425,,16,0,0,1,0,0,54.99514,1,,2.3496053,0,0,0,0,,0,0,3,0,0,,4,1.9459101,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,412.39999,101.8,22,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336952,0,0,0,52,0,27,13,0,3,1,26,491.44,274.28,147.11,0,67.59999752044678,0,3.2580965,6.19734,5.6141496,4.2136078,2.5649493,3.2958369,,16,0,0,1,0,0,54.99514,1,6.19734,3.0105126,0,0,0,0,2,0,0,3,0,0,0,4,1.9459101,0,,,,,,,,,0,0,0,1,1,1,54.99514,0,0,0,0,0,.80000001,1,491.44,147.11,26,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336953,0,0,0,32,0,14,8,1,1,0,11,450,370,38.369999,30,33.00000131130219,0,2.3978953,6.1092477,5.9135032,3.4965076,2.0794415,2.6390574,8,11,0,0,0,0,0,35,1,,1.6094379,0,0,9,0,,0,0,4,0,0,,4,1.6094379,,,,,,,,35,10,,0,0,1,0,0,,0,0,0,0,,,,450,38.369999,11,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336953,0,0,0,32,0,11,8,1,2,,9,379.42999,306.95999,41.869999,0,27.00000107288361,0,2.1972246,5.9386702,5.7267175,3.2958369,2.0794415,2.3978953,,11,0,0,1,0,0,0,1,,2.6955962,0,0,9,0,,0,0,4,0,0,,4,1.6094379,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,379.42999,41.869999,9,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336953,0,0,0,32,0,11,8,1,3,,8,349.69,340.42999,4.3800001,0,24.00000095367432,0,2.0794415,5.8570471,5.8302097,3.1780539,2.0794415,2.3978953,,11,0,0,1,0,0,0,1,5.8570471,3.2265728,0,0,9,0,6,0,0,4,0,0,0,4,1.6094379,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,.80000001,.25,349.69,4.3800001,8,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336955,0,0,1,50,0,40,5,1,1,1,13,240,190,13.82,0,23.40000092983246,0,2.5649493,5.480639,5.2470241,3.1527359,1.6094379,3.6888795,12,13,0,0,0,1,1,22,1,,.69314718,0,0,10,0,,0,0,1,0,0,,4,1.0986123,,,3,2,4,2,1,22,7,,0,0,0,0,0,,0,0,0,0,,,,240,13.82,13,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336955,0,0,1,56,0,37,8,0,2,1,12,203.92,176.92,19.41,47,21.60000085830688,0,2.4849067,5.3177276,5.1756978,3.0726933,2.0794415,3.6109178,,13,0,0,1,1,1,0,1,,0,0,0,10,0,,0,0,1,0,0,,4,1.0986123,,,3,2,4,2,1,,,,0,0,0,0,0,,0,0,0,0,,,,203.92,19.41,12,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336955,0,0,1,30,1,44,8,0,3,,13,225.77,184.98,27.15,28,23.40000092983246,0,2.5649493,5.4195166,5.2202477,3.1527359,2.0794415,3.7841897,,13,0,0,1,1,1,0,1,5.4195166,1.3532544,0,0,10,0,.25,0,0,1,0,0,1,4,1.0986123,0,0,3,2,4,2,1,,,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,.75,225.77,27.15,13,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336956,0,0,0,27,0,11,100,1,1,0,4,430,380,39.5,50,10.80000042915344,0,1.3862944,6.0637851,5.9401712,2.3795462,4.6051702,2.3978953,6,4,0,0,0,1,0,40,1,,1.3862944,0,0,12,0,,0,0,2,0,0,,4,1.0986123,,,,,,,,40,7,,0,0,1,0,0,,0,0,0,0,,,,430,39.5,4,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336956,0,0,0,27,0,11,90,0,2,,4,438.07999,386.48999,32.25,0,10.80000042915344,0,1.3862944,6.0824013,5.9571061,2.3795462,4.4998097,2.3978953,,4,0,0,1,1,0,0,1,,2.9259849,0,0,12,0,,0,0,2,0,0,,4,1.0986123,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,438.07999,32.25,4,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336956,0,0,1,40,0,79,88,0,3,,4,250,220,17.5,5.5,10.80000042915344,0,1.3862944,5.521461,5.3936276,2.3795462,4.4773369,4.3694477,,4,0,0,1,1,1,0,1,,1.130111,0,0,12,0,.5,0,0,2,0,0,0,4,1.0986123,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,.40000001,.25,250,17.5,4,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336957,0,0,1,45,1,60,2,1,1,1,13,460,125.71,62.389999,.2,23.40000092983246,0,2.5649493,6.1312265,4.8339777,3.1527359,.69314718,4.0943446,10,13,0,0,0,0,0,5,1,,-.43386459,0,0,0,0,,0,0,2,0,0,,4,1.9459101,,,,,,,,5,10,,0,0,1,0,0,,0,0,0,0,,,,460,62.389999,13,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336957,0,0,1,47,1,53,2,0,2,1,12,416.82001,116.52,146.05,26,21.60000085830688,0,2.4849067,6.0326543,4.7580628,3.0726933,.69314718,3.9702919,,13,0,0,1,0,0,0,1,,0,0,0,0,0,,0,0,2,0,0,,4,1.9459101,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,416.82001,146.05,12,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336957,0,0,1,50,1,84,2,0,3,1,15,517.16003,170.99001,64.629997,4.5,27.00000107288361,0,2.7080503,6.2483525,5.1416049,3.2958369,.69314718,4.4308167,,13,0,0,1,0,0,0,1,6.2404642,0,0,0,0,0,1,0,0,2,0,0,0,4,1.9459101,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,.60000002,0,517.16003,64.629997,15,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336958,0,0,0,35,0,23,3,0,1,0,18,339,63.799999,125.96,.1,32.40000128746033,0,2.8903718,5.8260002,4.1557531,3.4781585,1.0986123,3.1354942,8,18,0,0,0,0,1,0,1,,.69314718,0,0,9,0,,0,0,4,0,0,,4,1.6094379,,,3,2,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,339,125.96,18,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336958,0,0,0,35,0,25,3,0,2,,17,336.26999,59.330002,133.99001,0,28.90000030398369,0,2.8332133,5.8179145,4.0831151,3.3638415,1.0986123,3.2188759,,18,0,0,1,0,1,43.402626,1,,.94778937,0,0,9,0,,0,0,4,0,0,,4,1.6094379,,,3,2,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,336.26999,133.99001,17,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336958,0,0,1,38,0,19,1,0,3,,13,254.32001,40.18,134.5,3,22.10000023245811,0,2.5649493,5.5385933,3.6933694,3.0955777,0,2.9444389,,18,0,0,1,1,0,43.402626,1,5.5222125,.03149873,0,0,9,0,.5,0,0,4,0,0,0,4,1.6094379,1,0,3,2,2,2,0,,,0,0,0,0,1,1,43.402626,0,0,0,0,0,.40000001,.75,254.32001,134.5,13,0,1,1,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336959,0,0,1,42,0,30,4,0,1,0,4,200,100,14,0,5.199999809265137,0,1.3862944,5.2983174,4.6051702,1.6486586,1.3862944,3.4011974,18,4,0,0,0,0,0,0,1,,0,0,0,0,0,,0,0,4,0,0,,4,1.6094379,,,3,2,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,200,14,4,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336959,0,0,1,40,0,30,6,1,2,,3,210,127.5,72,56,3.899999856948853,0,1.0986123,5.3471074,4.8481164,1.3609765,1.7917595,3.4011974,,4,0,0,1,0,0,0,1,,0,0,0,0,0,,0,0,4,0,0,,4,1.6094379,,,3,2,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,210,72,3,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336959,0,0,1,47,0,19,4,1,3,,5,191,120,12.63,0,6.499999761581421,0,1.6094379,5.2522736,4.7874918,1.8718021,1.3862944,2.9444389,,4,0,0,1,0,0,0,1,5.2522736,0,0,0,0,0,2,0,0,4,0,0,0,4,1.6094379,0,0,3,2,2,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,.25,191,12.63,5,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336960,0,0,0,50,0,100,10,1,1,0,16,240,120,58.560001,0,28.80000114440918,0,2.7725887,5.480639,4.7874918,3.3603754,2.3025851,4.6051702,26,16,0,0,0,0,1,50,1,,.30010462,0,0,0,0,,0,0,4,0,0,,4,2.0794415,,,,,,,,30,10,,0,0,1,0,0,,0,0,0,0,,,,240,58.560001,16,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336960,0,0,0,50,0,83,1,1,2,,13,208.97,100.45,60.049999,11,24.69999969005585,0,2.5649493,5.3421907,4.6096601,3.2068033,0,4.4188404,,16,0,0,1,0,1,0,1,,0,0,0,0,0,,0,0,4,0,0,,4,2.0794415,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,208.97,60.049999,13,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336960,0,0,0,53,0,107,6,0,3,,14,221.19,106.51,78.18,56,26.59999966621399,0,2.6390574,5.3990221,4.6682391,3.2809112,1.7917595,4.6728287,,16,0,0,1,0,1,0,1,5.4043574,-3.1465552,0,0,0,0,1,0,0,4,0,0,0,4,2.0794415,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,-4.4368858,.80000001,1,221.19,78.18,14,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336961,0,0,1,55,0,18,4,0,1,1,10,375,187.5,92.559998,0,23.9999994635582,0,2.3025851,5.9269261,5.233779,3.1780539,1.3862944,2.8903718,3,10,0,0,0,0,0,0,1,,.85015088,0,0,0,0,,0,0,1,0,0,,4,1.3862944,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,375,92.559998,10,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336961,0,0,1,55,0,23,4,0,2,1,12,456.20001,223.06,122.1,0,28.79999935626984,0,2.4849067,6.1229315,5.4074407,3.3603754,1.3862944,3.1354942,,10,0,0,1,0,0,0,1,,2.3763196,0,0,0,0,,0,0,1,0,0,,4,1.3862944,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,456.20001,122.1,12,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336961,0,0,1,55,0,29,4,0,3,1,14,544.76001,257.47,199,0,33.59999924898148,0,2.6390574,6.3003454,5.5509033,3.5145261,1.3862944,3.3672957,,10,0,0,1,0,0,0,1,6.3003454,2.9472663,0,0,0,0,1,0,0,1,0,0,0,4,1.3862944,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,.80000001,.5,544.76001,199,14,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336962,0,0,0,29,0,18,20,0,1,0,6,500,375,100,0,18.00000071525574,0,1.7917595,6.2146082,5.9269261,2.8903718,2.9957323,2.8903718,4,6,0,0,0,0,0,0,1,,1.0986123,0,0,11,0,,0,0,2,0,0,,4,2.3025851,,,2,1,4,3,0,,,,0,0,0,0,0,,0,0,0,0,,,,500,100,6,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336962,0,0,0,29,0,18,18,0,2,,11,512.71997,373.03,75.910004,0,34.10000026226044,0,2.3978953,6.2397299,5.921659,3.5292974,2.8903718,2.8903718,,6,0,0,1,0,0,0,1,,2.8905375,0,0,11,0,,0,0,2,0,0,,4,2.3025851,,,2,1,4,3,0,,,,0,0,0,0,0,,0,0,0,0,,,,512.71997,75.910004,11,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336962,0,0,0,29,0,20,18,0,3,,11,519.15997,383.92999,66.610001,0,34.10000026226044,0,2.3978953,6.252212,5.9504604,3.5292974,2.8903718,2.9957323,,6,0,0,1,0,0,0,1,6.2399025,3.3468235,0,0,11,0,1,0,0,2,0,0,0,4,2.3025851,0,0,2,1,4,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,.2,.25,519.15997,66.610001,11,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336963,0,0,0,29,0,10,35,1,1,0,3,450,400,25.700001,0,9.900000393390656,0,1.0986123,6.1092477,5.9914646,2.2925348,3.5553482,2.3025851,9,3,0,0,0,1,0,5,1,,1.974081,0,0,11,0,,0,0,4,0,0,,4,1.7917595,,,,,,,,5,6.5,,0,0,1,0,0,,0,0,0,0,,,,450,25.700001,3,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336963,0,0,0,29,0,30,32,0,2,,9,1343.8101,1221.91,66.419998,0,30.60000032186508,0,2.1972246,7.2032642,7.1081705,3.421,3.4657359,3.4011974,,3,0,0,1,1,0,0,1,,4.0770493,0,0,11,0,,0,0,4,0,0,,4,1.7917595,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,1343.8101,66.419998,9,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336963,0,0,1,32,0,80,31,1,3,,2,325,255,53.200001,0,6.800000071525574,0,.69314718,5.7838254,5.5412636,1.9169226,3.4339871,4.3820267,,3,0,0,1,1,1,0,1,,2.7395489,0,0,11,0,1,0,0,4,0,0,0,4,1.7917595,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,0,.25,325,53.200001,2,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336964,0,0,1,26,0,100,10,0,1,1,12,450,360,44.029999,0,19.19999957084656,0,2.4849067,6.1092477,5.8861041,2.9549103,2.3025851,4.6051702,6,12,0,0,0,0,1,0,0,,.58778661,0,0,0,0,,0,0,4,0,0,,4,1.9459101,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,450,44.029999,12,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336964,0,0,1,29,0,58,8,0,2,,13,498.87,397.89001,56.43,0,20.79999953508377,0,2.5649493,6.2123456,5.9861755,3.0349529,2.0794415,4.0604429,,12,0,0,1,0,1,0,0,,.5423243,0,0,0,0,,0,0,4,0,0,,4,1.9459101,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,498.87,56.43,13,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336964,0,0,0,30,1,155,5,0,3,,16,627.53998,495.10999,90.599998,.75,25.59999942779541,0,2.7725887,6.4418073,6.2047801,3.2425923,1.6094379,5.0434251,,12,0,0,1,1,1,0,0,6.4418073,1.0875514,0,0,0,0,1,0,0,4,0,0,1,4,1.9459101,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,.80000001,0,627.53998,90.599998,16,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336966,0,0,1,38,0,15,5,1,1,0,5,340,299.03,19.950001,0,10.49999967217445,0,1.6094379,5.8289456,5.7005439,2.3513753,1.6094379,2.7080503,10,5,0,0,0,1,0,20,1,,.69314718,0,0,12,0,,0,0,4,0,0,,4,1.3862944,,,,,,,,20,11,,0,0,1,0,0,,0,0,0,0,,,,340,19.950001,5,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336966,0,0,1,38,0,13,5,0,2,,3,303.62,263.82999,26.58,0,6.299999803304672,0,1.0986123,5.7157769,5.575305,1.8405496,1.6094379,2.5649493,,5,0,0,1,1,0,0,1,,2.5441837,0,0,12,0,,0,0,4,0,0,,4,1.3862944,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,303.62,26.58,3,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336966,0,0,1,60,0,22,5,0,3,,5,463.34,324.34,69,56,10.49999967217445,0,1.6094379,6.1384611,5.7817922,2.3513753,1.6094379,3.0910425,,5,0,0,1,0,1,0,1,6.1384611,0,0,0,12,0,.2,0,0,4,0,0,0,4,1.3862944,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,.5,463.34,69,5,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336967,0,0,1,38,1,20,5,1,1,0,12,380,317,20.41,0,21.60000085830688,0,2.4849067,5.9401712,5.7589016,3.0726933,1.6094379,2.9957323,6,12,0,0,0,1,0,15,1,,1.7917595,0,0,0,0,,0,0,4,0,0,,4,2.0794415,,,,,,,,15,11,,0,0,1,1,1,,0,0,0,0,,,,380,20.41,12,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336967,0,0,1,34,0,22,3,0,2,,13,410.51001,359.42999,21.32,0,24.69999969005585,0,2.5649493,6.0174003,5.8845196,3.2068033,1.0986123,3.0910425,,12,0,0,1,1,0,2,1,,.5423243,0,0,0,0,,0,0,4,0,0,,4,2.0794415,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,410.51001,21.32,13,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336967,0,0,1,35,0,16,5,0,3,,11,310.34,263.26001,17.559999,34,20.89999973773956,0,2.3978953,5.7376685,5.5731421,3.0397491,1.6094379,2.7725887,,12,0,0,1,1,1,2,1,5.7243452,0,0,0,0,0,1,0,0,4,0,0,0,4,2.0794415,0,,,,,,,,,0,0,0,1,1,1,2,0,0,0,0,0,.40000001,.75,310.34,17.559999,11,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336968,0,0,1,48,0,50,4,1,1,1,20,1000,880,50,60,50,0,2.9957323,6.9077554,6.779922,3.9120231,1.3862944,3.9120231,5,20,0,0,0,0,0,48,1,,0,0,0,1,0,,0,0,1,0,0,,4,1.3862944,,,,,,,,60,8,,0,0,1,1,1,,0,0,0,0,,,,1000,50,20,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336968,0,0,0,53,0,50,2,0,2,,5,234,129.5,100.6,0,12.99999952316284,0,1.6094379,5.4553213,4.8636808,2.5649493,.69314718,3.9120231,,20,0,0,1,0,0,44.400787,1,,.43696377,0,0,1,0,,0,0,1,0,0,,4,1.3862944,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,234,100.6,5,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336968,0,0,0,50,0,95,3,1,3,,6,500,350,147.75999,15,15.59999942779541,0,1.7917595,6.2146082,5.857933,2.7472708,1.0986123,4.5538769,,20,0,0,1,0,1,44.400787,1,6.2146082,0,1,1,1,0,.25,0,0,1,0,0,0,4,1.3862944,0,,,,,,,,,0,0,0,1,1,1,44.400787,0,0,0,0,0,.40000001,1,500,147.75999,6,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336969,0,0,1,43,0,27,2,0,1,1,3,140,96,10,10,8.100000321865082,0,1.0986123,4.9416423,4.5643482,2.0918641,.69314718,3.2958369,9,3,0,0,0,1,1,0,1,,1.0986123,0,0,0,0,,0,0,1,0,0,,4,1.3862944,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,140,10,3,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336969,0,0,1,45,1,40,1,1,2,1,4,920,781.34998,78.099998,3.1500001,11.20000004768372,0,1.3862944,6.8243737,6.6610231,2.4159138,0,3.6888795,,3,0,0,1,1,1,0,1,,2.4882345,0,0,0,0,,0,0,1,0,0,,4,1.3862944,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,920,78.099998,4,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336969,0,0,1,45,1,40,1,1,3,1,4,959.54999,812,88.580002,0,11.20000004768372,0,1.3862944,6.8664646,6.6995006,2.4159138,0,3.6888795,,3,0,0,1,1,0,0,1,6.8622518,4.0958633,0,0,0,0,2,0,0,1,0,0,0,4,1.3862944,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,.40000001,.5,959.54999,88.580002,4,0,0,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336970,0,0,1,27,0,21,3,1,1,0,18,150,130,8.2299995,0,36.0000005364418,0,2.8903718,5.0106354,4.8675346,3.583519,1.0986123,3.0445225,11,18,0,0,0,0,0,18,1,,2.0794415,0,0,11,0,,0,0,4,0,0,,4,1.9459101,,,3,2,4,4,0,18,8,,0,0,0,1,1,,0,0,0,0,,,,150,8.2299995,18,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336970,0,0,1,27,0,24,3,1,2,,22,178.61,148.87,19.780001,0,41.79999947547913,0,3.0910425,5.1852045,5.0030732,3.7328963,1.0986123,3.1780539,,18,0,0,1,0,0,23.656645,1,,1.9719522,0,0,11,0,,0,0,4,0,0,,4,1.9459101,,,3,2,4,4,0,,,,0,0,0,1,1,,0,0,0,0,,,,178.61,19.780001,22,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336970,0,0,1,27,0,28,3,1,3,,25,201.72,196.36,-3.2499993,0,47.49999940395355,0,3.2188759,5.3068805,5.2799497,3.8607297,1.0986123,3.3322046,,18,0,0,1,0,0,23.656645,1,5.3068805,2.6763129,0,0,11,0,2,0,0,4,0,0,0,4,1.9459101,1,1,3,2,4,4,0,,,0,0,0,0,1,1,23.656645,0,0,0,0,0,.2,.75,201.72,-3.2499993,25,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336971,0,0,1,25,0,13,17,0,1,0,4,700,550,70,10,16.00000023841858,0,1.3862944,6.5510802,6.3099184,2.7725887,2.8332133,2.5649493,3,4,0,0,0,0,0,0,0,,1.974081,0,0,13,0,,0,0,4,0,0,,4,2.3025851,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,700,70,4,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336971,0,0,1,25,0,13,15,0,2,,4,712.78003,548.91998,88.110001,0,16.39999985694885,0,1.3862944,6.5691729,6.3079529,2.7972813,2.7080503,2.5649493,,4,0,0,1,0,0,0,0,,3.2768314,0,0,13,0,,0,0,4,0,0,,4,2.3025851,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,712.78003,88.110001,4,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
336971,0,0,1,25,0,14,15,0,3,,4,738,559.65002,123.44,0,16.39999985694885,0,1.3862944,6.6039438,6.3273115,2.7972813,2.7080503,2.6390574,,4,0,0,1,0,0,0,0,6.6039438,3.7236748,0,0,13,0,.1,0,0,4,0,0,0,4,2.3025851,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,.2,1,738,123.44,4,0,1,0,0,electronics,0,1,0,0,0,0,0,0,0,0,3,29
