student_id,course_code,grade,semester
4004,MUS101,C+,Fall 2024
2314,ENG101,C,Spring 2024
4624,MATH201,B,Fall 2024
3164,PHIL101,D,Fall 2024
3320,BUS201,A,Spring 2024
3462,LIT201,A,Spring 2024
430,BIO101,F,Spring 2024
2989,PHIL101,D,Spring 2024
3797,MKT101,A,Fall 2024
1597,CS101,C+,Fall 2024
3363,PSYCH101,F,Spring 2024
2351,FIN201,C+,Fall 2024
1780,MATH201,D,Spring 2024
3989,POLI201,F,Spring 2024
2449,ARCH101,C,Spring 2024
2871,PHIL101,B,Spring 2024
2911,BIO101,C,Spring 2024
4614,MKT101,A,Fall 2024
4261,LIT201,F,Fall 2024
2073,ACC101,B,Fall 2024
3808,ENG101,A,Spring 2024
4225,POLI201,B,Spring 2024
2865,FIN201,D,Fall 2024
3619,HIST101,B+,Fall 2024
1018,SOC101,C+,Spring 2024
4691,PSYCH101,F,Fall 2024
1333,LIT201,C+,Spring 2024
2484,CS101,F,Spring 2024
182,BIO101,D,Spring 2024
4840,HIST101,A,Fall 2024
1839,FIN201,A,Spring 2024
2452,BUS201,B+,Spring 2024
1953,ART101,C,Fall 2024
4701,PSYCH101,F,Spring 2024
263,BIO101,B,Spring 2024
661,POLI201,D,Fall 2024
1316,ARCH101,B+,Fall 2024
2920,ENG101,D,Spring 2024
4918,PSYCH101,B+,Fall 2024
2195,MUS101,A,Fall 2024
2073,ECON201,A,Spring 2024
2020,MKT101,C,Spring 2024
2741,PHYS101,F,Spring 2024
816,POLI201,F,Spring 2024
4778,PHYS101,D,Spring 2024
3419,ARCH101,D,Spring 2024
4098,ARCH101,C,Fall 2024
3718,ENG101,A,Spring 2024
4735,MATH201,C+,Fall 2024
3630,ENG101,C,Fall 2024
2754,PHYS101,B+,Spring 2024
3368,FIN201,A,Fall 2024
4686,PSYCH101,D,Spring 2024
202,PSYCH101,D,Fall 2024
1005,ENG101,B,Fall 2024
1313,MUS101,B,Fall 2024
2026,MATH201,C+,Fall 2024
3134,BUS201,D,Fall 2024
3574,ART101,A,Fall 2024
4222,ART101,D,Spring 2024
3672,BUS201,D,Fall 2024
4942,PSYCH101,B+,Spring 2024
1797,SOC101,C+,Spring 2024
4275,ACC101,B+,Fall 2024
1605,ACC101,F,Fall 2024
1903,PHYS101,B,Fall 2024
4000,LIT201,B+,Spring 2024
4589,ENG101,B,Fall 2024
3505,BUS201,F,Spring 2024
2620,ECON201,C,Fall 2024
2350,LIT201,F,Fall 2024
4365,PHIL101,B,Spring 2024
4720,CHEM101,D,Fall 2024
2673,POLI201,F,Spring 2024
819,ART101,B,Fall 2024
2678,LIT201,F,Fall 2024
548,HIST101,D,Fall 2024
4433,POLI201,C+,Fall 2024
359,ECON201,D,Fall 2024
3362,PHIL101,F,Spring 2024
1925,MATH201,D,Spring 2024
4912,MATH201,D,Spring 2024
4456,ACC101,C+,Spring 2024
4443,CHEM101,A,Spring 2024
4648,PSYCH101,F,Fall 2024
2702,ENG101,A,Fall 2024
1931,CS101,F,Fall 2024
422,FIN201,B,Fall 2024
336,MKT101,C,Fall 2024
1527,HIST101,A,Spring 2024
57,HIST101,B,Spring 2024
3951,LIT201,C+,Spring 2024
3148,ARCH101,A,Spring 2024
3538,MKT101,A,Spring 2024
722,PHIL101,D,Fall 2024
4078,PSYCH101,F,Fall 2024
386,FIN201,D,Fall 2024
2818,FIN201,B,Fall 2024
2888,HIST101,D,Spring 2024
2720,ECON201,B,Spring 2024
260,CHEM101,B+,Fall 2024
4489,MUS101,F,Fall 2024
600,HIST101,B+,Fall 2024
3256,HIST101,C,Fall 2024
1040,PSYCH101,F,Fall 2024
4049,FIN201,A,Fall 2024
756,MKT101,B+,Spring 2024
3578,MATH201,B,Spring 2024
3158,CHEM101,D,Spring 2024
2759,LIT201,D,Spring 2024
477,LIT201,A,Fall 2024
1600,MATH201,F,Fall 2024
2360,MATH201,B+,Fall 2024
1262,ACC101,C,Fall 2024
1583,PHYS101,C,Spring 2024
2839,HIST101,C,Fall 2024
4826,CS101,C,Fall 2024
3571,BUS201,D,Spring 2024
1499,MATH201,D,Fall 2024
749,PHYS101,D,Spring 2024
4812,MUS101,F,Fall 2024
2387,POLI201,B,Spring 2024
531,LIT201,C,Spring 2024
4788,BUS201,C+,Fall 2024
2210,MUS101,D,Fall 2024
4064,SOC101,C,Spring 2024
3869,CHEM101,B+,Fall 2024
1109,PHYS101,F,Spring 2024
490,SOC101,A,Fall 2024
5,HIST101,D,Spring 2024
76,CHEM101,D,Fall 2024
2729,MUS101,B+,Spring 2024
473,MUS101,A,Spring 2024
3210,BUS201,B,Fall 2024
1382,ECON201,D,Fall 2024
838,BUS201,A,Spring 2024
603,MUS101,C+,Spring 2024
1187,CS101,D,Spring 2024
1482,ART101,C,Fall 2024
3273,SOC101,F,Spring 2024
232,ECON201,B+,Spring 2024
328,HIST101,A,Fall 2024
950,MATH201,B+,Spring 2024
1887,BUS201,C,Fall 2024
4096,SOC101,B,Spring 2024
2298,FIN201,F,Fall 2024
1308,MKT101,C,Fall 2024
198,MKT101,B,Fall 2024
4512,ECON201,B+,Fall 2024
2780,ACC101,B,Fall 2024
3337,MUS101,D,Fall 2024
1339,LIT201,B,Spring 2024
1692,PHYS101,B,Fall 2024
216,MKT101,D,Spring 2024
1650,PSYCH101,B,Fall 2024
2863,PHYS101,D,Fall 2024
610,BIO101,D,Spring 2024
2559,PHYS101,F,Fall 2024
918,CHEM101,B,Spring 2024
4253,HIST101,D,Spring 2024
162,FIN201,A,Spring 2024
4138,MKT101,B,Fall 2024
2812,CS101,B,Spring 2024
3422,POLI201,C,Spring 2024
4216,PSYCH101,C,Spring 2024
1099,MKT101,F,Fall 2024
2722,CHEM101,F,Fall 2024
2709,ECON201,F,Fall 2024
123,CS101,C,Fall 2024
2701,ACC101,B,Fall 2024
3254,BIO101,C,Spring 2024
3062,MATH201,A,Spring 2024
3962,SOC101,B+,Spring 2024
789,PSYCH101,C,Spring 2024
257,CS101,D,Fall 2024
4026,SOC101,C,Fall 2024
3655,BUS201,A,Fall 2024
3252,MATH201,D,Fall 2024
3590,SOC101,D,Spring 2024
4776,PHYS101,D,Spring 2024
608,ARCH101,D,Spring 2024
4427,CS101,C+,Fall 2024
3928,ART101,C+,Spring 2024
2153,BIO101,D,Spring 2024
547,MATH201,D,Fall 2024
4889,HIST101,D,Fall 2024
1905,ART101,A,Spring 2024
1683,PHYS101,C,Fall 2024
489,ECON201,B+,Spring 2024
1823,LIT201,F,Spring 2024
3122,FIN201,D,Spring 2024
3775,ARCH101,F,Spring 2024
3073,HIST101,C,Spring 2024
3453,HIST101,A,Fall 2024
650,ACC101,F,Fall 2024
648,PHIL101,A,Fall 2024
381,CS101,D,Spring 2024
2067,MKT101,F,Spring 2024
1864,PSYCH101,B,Fall 2024
2291,PSYCH101,A,Fall 2024
4225,BUS201,B,Fall 2024
1200,BUS201,F,Spring 2024
4505,MUS101,F,Fall 2024
4888,MATH201,A,Fall 2024
2991,ENG101,B,Spring 2024
1108,LIT201,B,Fall 2024
3448,CHEM101,D,Fall 2024
222,CHEM101,D,Spring 2024
1440,LIT201,F,Spring 2024
618,LIT201,C,Fall 2024
2571,MUS101,B,Spring 2024
2756,MATH201,C+,Fall 2024
2791,BIO101,A,Fall 2024
3943,PHYS101,D,Fall 2024
3310,ARCH101,B+,Fall 2024
4055,MUS101,F,Spring 2024
225,FIN201,A,Spring 2024
2242,ENG101,C,Spring 2024
4153,PSYCH101,C,Fall 2024
3697,LIT201,B,Fall 2024
3351,ACC101,C,Fall 2024
3828,ART101,D,Spring 2024
1404,PHIL101,C,Fall 2024
4213,LIT201,A,Fall 2024
410,MATH201,F,Fall 2024
1917,PHIL101,C+,Spring 2024
3439,SOC101,C+,Fall 2024
4068,MUS101,F,Fall 2024
2860,BIO101,F,Spring 2024
1984,MUS101,B,Spring 2024
2052,ACC101,F,Fall 2024
3702,MKT101,C,Fall 2024
23,ARCH101,C,Spring 2024
2969,FIN201,C+,Spring 2024
745,MATH201,F,Spring 2024
602,MUS101,B,Fall 2024
3036,MKT101,C,Spring 2024
1843,HIST101,B,Fall 2024
2675,POLI201,D,Spring 2024
4177,ENG101,A,Fall 2024
2663,ART101,D,Fall 2024
483,PHYS101,C,Spring 2024
4037,MKT101,C,Spring 2024
2640,HIST101,C,Fall 2024
3312,ECON201,C+,Spring 2024
4129,CHEM101,C+,Fall 2024
4376,POLI201,C,Fall 2024
3826,ECON201,C,Spring 2024
2200,HIST101,A,Fall 2024
1683,ART101,A,Spring 2024
4797,FIN201,B,Fall 2024
3609,SOC101,F,Fall 2024
1019,PSYCH101,B,Spring 2024
4761,PHYS101,C+,Fall 2024
2971,FIN201,B+,Fall 2024
1312,PHIL101,A,Fall 2024
1419,PSYCH101,B,Spring 2024
2501,LIT201,F,Spring 2024
2668,PHYS101,F,Fall 2024
1387,POLI201,A,Fall 2024
1145,ACC101,A,Fall 2024
2064,POLI201,D,Spring 2024
4835,BIO101,B+,Fall 2024
1547,PHYS101,A,Fall 2024
2146,PHIL101,D,Spring 2024
2164,CS101,F,Spring 2024
3013,ECON201,B+,Fall 2024
4445,BIO101,F,Spring 2024
4328,ARCH101,D,Fall 2024
3183,PHYS101,F,Spring 2024
3424,ECON201,D,Spring 2024
4002,MUS101,B+,Spring 2024
3560,BIO101,A,Spring 2024
1557,MKT101,A,Fall 2024
2687,MATH201,B,Fall 2024
2333,CS101,A,Spring 2024
1657,PSYCH101,F,Fall 2024
545,ACC101,A,Fall 2024
392,CHEM101,A,Fall 2024
1989,ART101,B,Spring 2024
4086,ART101,B+,Spring 2024
297,LIT201,B,Fall 2024
1087,CHEM101,F,Fall 2024
4366,BUS201,F,Fall 2024
3262,PSYCH101,A,Fall 2024
4606,CHEM101,C,Spring 2024
1117,MUS101,A,Fall 2024
1077,MKT101,B,Fall 2024
496,ECON201,D,Fall 2024
2996,BUS201,D,Fall 2024
94,BIO101,B,Fall 2024
4721,CHEM101,C+,Spring 2024
4325,BUS201,F,Spring 2024
721,HIST101,D,Spring 2024
4363,POLI201,C,Spring 2024
4377,CS101,B,Spring 2024
4027,ART101,D,Fall 2024
4056,SOC101,D,Spring 2024
1107,FIN201,B+,Spring 2024
3933,ENG101,A,Spring 2024
3723,MUS101,D,Fall 2024
1372,CHEM101,D,Fall 2024
423,ART101,B+,Fall 2024
2006,ARCH101,F,Fall 2024
4550,PHYS101,B,Spring 2024
4603,PSYCH101,B,Spring 2024
4412,ECON201,B+,Spring 2024
764,POLI201,B+,Fall 2024
3369,FIN201,C+,Spring 2024
898,MUS101,A,Spring 2024
953,SOC101,B+,Fall 2024
2923,SOC101,A,Fall 2024
4480,POLI201,D,Spring 2024
3198,ACC101,C,Spring 2024
4199,MKT101,B,Spring 2024
900,MATH201,B+,Spring 2024
4024,PHYS101,C,Spring 2024
4206,MUS101,B,Spring 2024
3642,ARCH101,C+,Fall 2024
3544,LIT201,B,Fall 2024
3642,MUS101,B+,Spring 2024
4766,POLI201,C,Fall 2024
3091,SOC101,C,Spring 2024
4480,FIN201,C,Spring 2024
762,ENG101,B,Fall 2024
2408,POLI201,A,Fall 2024
886,ENG101,F,Spring 2024
2644,LIT201,A,Fall 2024
3244,ART101,B,Spring 2024
1236,BUS201,B+,Fall 2024
2934,ENG101,B,Spring 2024
1469,SOC101,A,Fall 2024
10,ACC101,B,Spring 2024
792,PHYS101,C,Fall 2024
1663,ACC101,B+,Fall 2024
744,ARCH101,F,Fall 2024
2429,FIN201,B+,Spring 2024
3494,POLI201,C+,Fall 2024
4547,PHIL101,F,Fall 2024
1117,FIN201,B,Spring 2024
2442,MUS101,D,Spring 2024
1355,MUS101,D,Fall 2024
2481,POLI201,F,Fall 2024
3002,HIST101,F,Fall 2024
1187,ACC101,F,Fall 2024
4088,POLI201,D,Spring 2024
2832,ENG101,C,Fall 2024
3662,ARCH101,D,Spring 2024
1749,LIT201,B,Spring 2024
2864,CHEM101,C+,Fall 2024
1115,SOC101,C+,Spring 2024
3265,PHYS101,B,Fall 2024
3091,CHEM101,D,Spring 2024
1064,BUS201,B,Spring 2024
3749,BUS201,F,Spring 2024
4546,ART101,F,Fall 2024
2733,MUS101,B,Spring 2024
1873,ARCH101,F,Spring 2024
4721,HIST101,A,Spring 2024
1970,BUS201,C+,Spring 2024
885,BUS201,B+,Spring 2024
3964,ENG101,D,Spring 2024
3679,ECON201,D,Fall 2024
319,PHIL101,A,Spring 2024
3817,PHYS101,C,Spring 2024
3718,MKT101,B+,Fall 2024
3196,ENG101,B+,Spring 2024
1375,MATH201,B+,Spring 2024
488,BIO101,F,Fall 2024
451,ART101,C+,Fall 2024
353,PSYCH101,C,Spring 2024
1941,ECON201,A,Spring 2024
2368,HIST101,F,Spring 2024
3237,FIN201,C,Spring 2024
248,POLI201,D,Fall 2024
3504,HIST101,A,Spring 2024
568,FIN201,F,Fall 2024
684,PHIL101,C+,Spring 2024
644,ART101,D,Fall 2024
479,LIT201,C,Spring 2024
2761,ECON201,B+,Fall 2024
4464,CHEM101,C,Fall 2024
4453,FIN201,D,Fall 2024
1369,BUS201,F,Fall 2024
2227,MKT101,F,Fall 2024
3497,MATH201,C+,Spring 2024
3613,POLI201,C+,Spring 2024
4008,ACC101,C+,Spring 2024
1843,ECON201,A,Fall 2024
3378,ECON201,C,Fall 2024
2415,FIN201,B+,Spring 2024
1060,SOC101,F,Fall 2024
1645,MATH201,B+,Fall 2024
4924,ACC101,B,Fall 2024
1812,ENG101,C+,Fall 2024
2194,PHIL101,D,Spring 2024
2428,ENG101,B+,Spring 2024
168,ECON201,C+,Spring 2024
4183,ACC101,B+,Fall 2024
154,MKT101,C,Spring 2024
2545,ECON201,B,Fall 2024
3869,MUS101,C+,Spring 2024
315,MKT101,A,Spring 2024
723,PHIL101,A,Fall 2024
3632,ART101,B+,Spring 2024
3346,BUS201,F,Fall 2024
2812,SOC101,C,Spring 2024
2310,MKT101,D,Spring 2024
2502,ENG101,F,Spring 2024
3334,MUS101,C+,Spring 2024
2024,FIN201,B,Spring 2024
350,BUS201,C,Spring 2024
824,ART101,B+,Fall 2024
438,ART101,C,Spring 2024
169,PHIL101,B,Spring 2024
3820,CS101,C,Fall 2024
3415,MATH201,C+,Fall 2024
3302,SOC101,B+,Spring 2024
4119,SOC101,B,Spring 2024
3036,BUS201,B+,Fall 2024
4377,ECON201,D,Spring 2024
3591,MKT101,C+,Spring 2024
2770,ART101,B,Spring 2024
2301,BIO101,D,Fall 2024
4500,HIST101,D,Spring 2024
2181,PHYS101,D,Fall 2024
3346,SOC101,B,Spring 2024
2666,CHEM101,B+,Fall 2024
232,BIO101,C,Fall 2024
2593,PSYCH101,C,Spring 2024
4175,ART101,D,Fall 2024
1059,PHIL101,A,Fall 2024
2543,PHIL101,A,Spring 2024
1134,PHIL101,B,Fall 2024
3647,ENG101,B+,Fall 2024
2376,POLI201,B,Fall 2024
3881,MATH201,B+,Fall 2024
2738,ART101,C+,Spring 2024
2432,PHYS101,A,Spring 2024
1388,PHYS101,B,Spring 2024
3304,CHEM101,F,Fall 2024
1438,MKT101,C+,Spring 2024
3366,SOC101,C,Fall 2024
4643,LIT201,A,Spring 2024
1730,PHIL101,B+,Fall 2024
2440,LIT201,D,Spring 2024
3174,ART101,C,Fall 2024
3908,HIST101,C,Fall 2024
1317,CHEM101,C+,Fall 2024
685,CHEM101,F,Fall 2024
2589,FIN201,B,Spring 2024
3544,BUS201,D,Fall 2024
3088,PHYS101,B,Fall 2024
1676,BUS201,C+,Fall 2024
2114,ACC101,C,Spring 2024
958,MUS101,A,Spring 2024
3544,MUS101,C,Spring 2024
3095,MATH201,C+,Fall 2024
4798,HIST101,C,Fall 2024
2808,MUS101,D,Spring 2024
821,CHEM101,C,Fall 2024
888,PHYS101,C,Spring 2024
3729,FIN201,C,Fall 2024
3994,BUS201,A,Fall 2024
3085,MUS101,B+,Spring 2024
876,ECON201,B+,Fall 2024
4262,CS101,B,Fall 2024
3997,PHIL101,B+,Fall 2024
557,POLI201,B+,Spring 2024
2215,HIST101,B+,Fall 2024
709,BIO101,F,Fall 2024
718,HIST101,C,Fall 2024
3666,PHYS101,F,Fall 2024
2145,ENG101,C,Spring 2024
2020,PHIL101,D,Spring 2024
3780,BIO101,A,Spring 2024
291,LIT201,F,Fall 2024
2184,MATH201,C,Spring 2024
3880,CHEM101,C,Spring 2024
2937,ECON201,B+,Fall 2024
2415,ART101,A,Fall 2024
2296,BUS201,A,Fall 2024
2814,MATH201,B+,Spring 2024
1238,PHYS101,F,Fall 2024
2118,CS101,B+,Spring 2024
4842,ARCH101,A,Fall 2024
3044,MUS101,C+,Spring 2024
3088,MKT101,B+,Fall 2024
3559,FIN201,B+,Fall 2024
699,ECON201,A,Spring 2024
2854,MATH201,F,Fall 2024
3809,MKT101,C+,Spring 2024
4620,PHIL101,D,Fall 2024
1846,MKT101,C+,Spring 2024
4015,BUS201,B,Spring 2024
3183,MKT101,C+,Fall 2024
464,CS101,B+,Fall 2024
3861,BUS201,C,Fall 2024
451,MATH201,A,Spring 2024
1916,PHYS101,D,Spring 2024
924,CS101,B+,Spring 2024
3623,BIO101,D,Spring 2024
316,MUS101,A,Spring 2024
4767,ENG101,D,Spring 2024
4794,ARCH101,C+,Spring 2024
1377,MUS101,A,Fall 2024
2816,LIT201,B+,Spring 2024
1263,ENG101,C,Fall 2024
1128,ECON201,B+,Spring 2024
2926,MATH201,F,Spring 2024
1053,MUS101,B,Spring 2024
4185,FIN201,A,Fall 2024
2423,ART101,B+,Spring 2024
3469,LIT201,C+,Spring 2024
4460,PSYCH101,C+,Spring 2024
4022,SOC101,F,Fall 2024
4410,ARCH101,D,Fall 2024
548,CHEM101,B+,Spring 2024
4892,MUS101,D,Spring 2024
3524,HIST101,B,Spring 2024
1530,MUS101,A,Fall 2024
107,POLI201,B,Spring 2024
857,FIN201,C,Spring 2024
2985,MATH201,F,Spring 2024
4387,FIN201,D,Fall 2024
4713,FIN201,B+,Spring 2024
1251,MATH201,D,Spring 2024
1612,MUS101,B,Fall 2024
1791,ACC101,F,Spring 2024
868,ENG101,C,Spring 2024
2770,PSYCH101,B,Spring 2024
4254,MKT101,C,Fall 2024
328,LIT201,F,Fall 2024
3817,POLI201,C+,Spring 2024
3149,ENG101,C+,Fall 2024
3382,CHEM101,B+,Spring 2024
2375,POLI201,B,Spring 2024
2556,BIO101,C+,Fall 2024
4966,ARCH101,D,Fall 2024
1131,MKT101,F,Fall 2024
4337,PHIL101,A,Spring 2024
2483,ENG101,F,Spring 2024
3100,ENG101,D,Spring 2024
2752,ARCH101,C+,Spring 2024
3321,POLI201,C+,Fall 2024
1557,POLI201,B,Spring 2024
3544,CHEM101,C,Fall 2024
4509,MATH201,A,Spring 2024
569,LIT201,A,Spring 2024
1655,ACC101,C,Fall 2024
3237,BUS201,B,Fall 2024
3120,BIO101,C+,Spring 2024
3734,PSYCH101,C,Fall 2024
3230,HIST101,F,Spring 2024
151,ENG101,F,Spring 2024
2273,CS101,F,Spring 2024
4352,SOC101,A,Spring 2024
2109,ACC101,A,Fall 2024
1796,ECON201,F,Fall 2024
2428,CS101,F,Fall 2024
3515,PSYCH101,F,Fall 2024
349,HIST101,C+,Spring 2024
2079,BUS201,C+,Spring 2024
397,CHEM101,B+,Fall 2024
2977,ENG101,D,Fall 2024
2610,PHIL101,C,Fall 2024
1159,SOC101,C+,Spring 2024
146,ART101,B+,Fall 2024
2227,MKT101,B,Spring 2024
264,POLI201,F,Fall 2024
4300,ACC101,A,Fall 2024
3102,ENG101,C,Spring 2024
2107,PHYS101,D,Spring 2024
3081,BIO101,B,Fall 2024
988,MKT101,C,Fall 2024
1348,BIO101,C,Spring 2024
1361,ECON201,C+,Spring 2024
2839,ARCH101,B+,Spring 2024
1727,FIN201,C,Spring 2024
2290,MUS101,D,Spring 2024
908,ENG101,B,Fall 2024
1184,MKT101,D,Spring 2024
2825,ART101,C,Fall 2024
1259,CS101,D,Spring 2024
199,ART101,D,Spring 2024
1057,HIST101,F,Fall 2024
2456,ENG101,B+,Fall 2024
3366,PSYCH101,A,Spring 2024
1261,CS101,C,Spring 2024
3979,ECON201,B,Spring 2024
2836,ARCH101,F,Fall 2024
1314,SOC101,F,Fall 2024
1903,BUS201,A,Spring 2024
3976,SOC101,D,Fall 2024
578,LIT201,A,Spring 2024
4431,POLI201,C+,Fall 2024
1021,ENG101,C+,Spring 2024
3654,LIT201,C,Spring 2024
3845,PHIL101,F,Spring 2024
3574,ACC101,B,Fall 2024
2294,CHEM101,C+,Spring 2024
611,BUS201,D,Spring 2024
329,MATH201,B+,Fall 2024
547,LIT201,B+,Fall 2024
339,LIT201,D,Spring 2024
3182,SOC101,A,Spring 2024
3042,LIT201,D,Spring 2024
807,ART101,A,Spring 2024
1034,MUS101,A,Fall 2024
3274,CHEM101,B+,Spring 2024
3988,PHIL101,C+,Fall 2024
3334,SOC101,D,Spring 2024
2741,CHEM101,C+,Spring 2024
4526,SOC101,C,Spring 2024
4902,ART101,B,Fall 2024
1697,MKT101,B+,Fall 2024
3651,BUS201,F,Fall 2024
2083,CS101,A,Spring 2024
1999,HIST101,B,Fall 2024
4653,HIST101,A,Spring 2024
1686,LIT201,B,Spring 2024
4587,ACC101,B,Spring 2024
1604,MUS101,C+,Spring 2024
4350,BUS201,F,Spring 2024
4113,SOC101,C,Spring 2024
261,MKT101,C,Spring 2024
3797,ACC101,A,Spring 2024
2776,PHIL101,B+,Fall 2024
501,MATH201,C,Spring 2024
1016,MUS101,B+,Fall 2024
2334,BUS201,A,Spring 2024
2055,PSYCH101,B+,Spring 2024
3964,PHYS101,B,Spring 2024
3675,CHEM101,B,Spring 2024
4056,MKT101,A,Fall 2024
2707,BUS201,B+,Fall 2024
2100,BIO101,F,Fall 2024
2566,MKT101,F,Fall 2024
3018,PSYCH101,B+,Fall 2024
109,ART101,A,Fall 2024
3423,PHYS101,F,Spring 2024
66,ENG101,C,Spring 2024
3082,ENG101,C+,Fall 2024
4298,ENG101,C,Fall 2024
2949,ENG101,D,Fall 2024
214,ECON201,C+,Spring 2024
4423,MATH201,B+,Spring 2024
1041,CS101,C+,Spring 2024
4619,PHYS101,F,Spring 2024
988,PHIL101,C+,Spring 2024
3196,ARCH101,B+,Fall 2024
504,MATH201,B,Spring 2024
756,FIN201,C+,Fall 2024
1342,FIN201,F,Spring 2024
2589,BUS201,F,Fall 2024
1382,PHYS101,A,Spring 2024
2988,MKT101,C,Spring 2024
2845,PHYS101,B+,Spring 2024
2520,MUS101,B+,Spring 2024
3727,LIT201,C+,Spring 2024
1888,CS101,B,Fall 2024
1324,HIST101,B,Spring 2024
3810,MKT101,C,Spring 2024
3748,ARCH101,C,Spring 2024
2132,CS101,F,Spring 2024
2425,HIST101,B,Spring 2024
3385,ART101,D,Spring 2024
2252,ENG101,B,Spring 2024
1009,MATH201,B,Spring 2024
1318,ENG101,C+,Spring 2024
3217,PSYCH101,F,Fall 2024
4635,BUS201,A,Fall 2024
17,BUS201,C,Spring 2024
4671,LIT201,D,Spring 2024
1803,ART101,D,Spring 2024
2624,PHIL101,B+,Spring 2024
130,PSYCH101,B,Spring 2024
1474,ART101,B,Fall 2024
950,HIST101,A,Spring 2024
3997,ECON201,F,Fall 2024
1069,LIT201,B,Spring 2024
4312,MUS101,C,Spring 2024
1624,ACC101,D,Spring 2024
2896,BIO101,B,Spring 2024
2737,BIO101,A,Fall 2024
2313,HIST101,C+,Fall 2024
1947,PSYCH101,C,Fall 2024
617,ENG101,C+,Fall 2024
1870,BIO101,B+,Fall 2024
301,CHEM101,A,Spring 2024
985,ACC101,B+,Spring 2024
3692,MATH201,B+,Fall 2024
4502,BUS201,D,Spring 2024
3427,ART101,B+,Spring 2024
161,POLI201,B+,Spring 2024
26,MATH201,A,Fall 2024
83,PHIL101,C+,Fall 2024
173,MUS101,B,Fall 2024
999,ART101,B+,Fall 2024
3142,PHYS101,D,Spring 2024
2883,ARCH101,F,Spring 2024
4102,SOC101,B,Spring 2024
2844,HIST101,D,Spring 2024
4621,POLI201,B,Spring 2024
2111,MATH201,B+,Spring 2024
3085,ACC101,C,Fall 2024
2046,ECON201,F,Spring 2024
761,CS101,B,Spring 2024
205,MUS101,C,Spring 2024
4993,MUS101,C+,Spring 2024
3103,ENG101,B,Spring 2024
2036,SOC101,A,Fall 2024
1553,CS101,D,Spring 2024
4973,LIT201,F,Spring 2024
825,ARCH101,C+,Fall 2024
2957,SOC101,C+,Fall 2024
3749,CHEM101,F,Spring 2024
2446,MKT101,C,Spring 2024
3897,POLI201,B+,Fall 2024
839,PSYCH101,D,Spring 2024
4696,POLI201,A,Fall 2024
3684,ECON201,F,Fall 2024
1962,FIN201,F,Fall 2024
938,POLI201,A,Spring 2024
2932,ACC101,C,Fall 2024
425,PHIL101,C,Fall 2024
3311,BUS201,C+,Spring 2024
3052,PHYS101,F,Fall 2024
2906,MATH201,C,Fall 2024
2138,LIT201,B+,Spring 2024
4047,LIT201,C+,Spring 2024
3211,MATH201,C+,Spring 2024
2695,PHYS101,C+,Spring 2024
3596,FIN201,A,Spring 2024
1268,MKT101,D,Spring 2024
3577,LIT201,D,Spring 2024
422,BIO101,A,Spring 2024
3267,POLI201,C+,Spring 2024
1658,ARCH101,B+,Spring 2024
2101,LIT201,B,Spring 2024
3940,HIST101,C+,Spring 2024
685,BUS201,C,Spring 2024
2227,CHEM101,F,Spring 2024
4389,HIST101,F,Fall 2024
2423,MATH201,D,Spring 2024
1078,LIT201,F,Spring 2024
3986,CHEM101,B,Fall 2024
3841,FIN201,A,Fall 2024
3317,SOC101,A,Fall 2024
2844,CS101,B,Spring 2024
3440,ACC101,D,Fall 2024
4112,ENG101,D,Spring 2024
4272,MATH201,C,Spring 2024
1904,CHEM101,A,Fall 2024
4225,PSYCH101,A,Fall 2024
3295,BUS201,C+,Fall 2024
4980,LIT201,B+,Spring 2024
426,MUS101,C,Fall 2024
2402,PHIL101,C+,Fall 2024
750,PHYS101,F,Fall 2024
4840,PHIL101,B+,Fall 2024
4575,CHEM101,F,Fall 2024
44,MKT101,A,Fall 2024
1560,PSYCH101,B+,Fall 2024
4195,CHEM101,A,Fall 2024
3469,BUS201,D,Spring 2024
3952,BIO101,C+,Fall 2024
4267,ART101,A,Spring 2024
148,ART101,B+,Fall 2024
2171,PHYS101,C+,Spring 2024
112,MATH201,B+,Spring 2024
4164,CHEM101,B+,Spring 2024
828,CHEM101,B,Fall 2024
1753,BIO101,A,Spring 2024
2940,PSYCH101,A,Spring 2024
3729,PHIL101,B+,Fall 2024
3617,LIT201,F,Fall 2024
3724,HIST101,D,Spring 2024
2278,MUS101,A,Fall 2024
160,POLI201,C,Fall 2024
3366,LIT201,D,Fall 2024
2234,ACC101,D,Spring 2024
1014,ENG101,D,Spring 2024
4973,CHEM101,A,Fall 2024
552,ARCH101,D,Spring 2024
1176,SOC101,D,Fall 2024
1164,BUS201,C+,Fall 2024
1309,PHIL101,A,Fall 2024
1493,PSYCH101,D,Fall 2024
1242,BUS201,F,Fall 2024
4532,PHIL101,C,Spring 2024
4828,CS101,D,Fall 2024
1778,PSYCH101,B+,Spring 2024
60,MUS101,A,Fall 2024
1634,BUS201,C+,Fall 2024
2452,PSYCH101,C,Spring 2024
336,MKT101,B,Spring 2024
831,SOC101,B+,Spring 2024
1593,ENG101,B+,Spring 2024
4381,PHIL101,B+,Fall 2024
960,POLI201,C,Fall 2024
4167,ECON201,A,Spring 2024
1122,PSYCH101,A,Spring 2024
2224,LIT201,D,Spring 2024
3817,HIST101,D,Spring 2024
4980,LIT201,A,Spring 2024
1099,PHIL101,F,Spring 2024
143,CS101,D,Spring 2024
2979,POLI201,F,Spring 2024
1047,SOC101,A,Fall 2024
