"Amount","DaysSinceStart","Industry","SuperIndustry","Internet","CZIP","MZIP","ID","Merchant","Distance"
65.05,214,"Accommodations","Accommodations and Food Services","No",10583,"10019",37783,"M2404",16
188.5,261,"Miscellaneous Administrative and Waste Disposal Services","Administrative Support, Waste Management and Remediation Services","Yes",10583,"12228",37783,"M2514",99
80.5,396,"Miscellaneous Administrative and Waste Disposal Services","Administrative Support, Waste Management and Remediation Services","Yes",10583,"12228",37783,"M2514",99
64,183,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"14304",37783,"M2524",263
68.72,183,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"14304",37783,"M2524",263
1,310,"Shoe Stores","Apparel and Accessories","Yes",10583,"19007",37783,"M2526",72
43.56,347,"Miscellaneous Apparel","Apparel and Accessories","No",10583,"10530",37783,"UNKNOWN",2
63.88,366,"Miscellaneous Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
32.66,48,"Miscellaneous Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
24.72,339,"Miscellaneous Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
150,334,"Miscellaneous Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
115,181,"Miscellaneous Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
118.06,420,"Miscellaneous Apparel","Apparel and Accessories","Yes",10583,"94066",37783,"UNKNOWN",2245
57.98,149,"Miscellaneous Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
31,228,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","No",10583,"10021",37783,"UNKNOWN",15
46.85,431,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","No",10583,"06854",37783,"UNKNOWN",18
50,282,"Arts and Craft Stores","General Merchandise Stores","No",10583,"11021",37783,"UNKNOWN",12
102.98,289,"Arts and Craft Stores","General Merchandise Stores","No",10583,"32533",37783,"UNKNOWN",904
214.7,107,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
41.76,296,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
214.69,318,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
45.8,45,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
101.24,115,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"11021",37783,"UNKNOWN",12
634.11,206,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"11021",37783,"UNKNOWN",12
20.35,269,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
23.63,213,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
593.14,430,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
286.37,419,"Automotive New and Used Car Sales","Motor Vehicles","No",10583,"06825",37783,"UNKNOWN",28
2.25,213,"Miscellaneous Personal Services","Other Services","No",10583,"V5C6B",37783,"UNKNOWN",-999
29,99,"Miscellaneous Personal Services","Other Services","No",10583,"10011",37783,"UNKNOWN",17
27,301,"Miscellaneous Personal Services","Other Services","No",10583,"10017",37783,"UNKNOWN",16
2.25,332,"Miscellaneous Personal Services","Other Services","No",10583,"V5C6B",37783,"UNKNOWN",-999
2.25,283,"Miscellaneous Personal Services","Other Services","No",10583,"V5C6B",37783,"UNKNOWN",-999
2.25,347,"Miscellaneous Personal Services","Other Services","No",10583,"V5C6B",37783,"UNKNOWN",-999
32,181,"Miscellaneous Personal Services","Other Services","No",10583,"10065",37783,"UNKNOWN",-999
2.5,162,"Miscellaneous Personal Services","Other Services","No",10583,"06468",37783,"UNKNOWN",33
5,426,"Miscellaneous Personal Services","Other Services","No",10583,"11101",37783,"UNKNOWN",16
3,66,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
71.01,254,"Miscellaneous Personal Services","Other Services","No",10583,"07114",37783,"UNKNOWN",24
36,295,"Miscellaneous Personal Services","Other Services","No",10583,"10018",37783,"UNKNOWN",17
3,263,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
2.25,213,"Miscellaneous Personal Services","Other Services","No",10583,"V5C6B",37783,"UNKNOWN",-999
3,248,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,108,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,47,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
5,331,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,319,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,297,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,317,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,121,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,444,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,339,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
3,247,"Miscellaneous Personal Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
17,213,"Miscellaneous Personal Services","Other Services","No",10583,"10019",37783,"UNKNOWN",16
0.75,435,"Miscellaneous Personal Services","Other Services","No",10583,"V5C6B",37783,"UNKNOWN",-999
59.05,390,"Maintenance and Repair Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
590.65,94,"Maintenance and Repair Services","Other Services","No",10583,"10710",37783,"UNKNOWN",3
53.69,48,"Maintenance and Repair Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
145.04,315,"Maintenance and Repair Services","Other Services","No",10583,"06897",37783,"UNKNOWN",21
21.46,426,"Automotive Retail","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
395.8,218,"Automotive Retail","Motor Vehicles","No",10583,"10583",37783,"UNKNOWN",0
819.17,141,"Automotive Retail","Motor Vehicles","No",10583,"06851",37783,"UNKNOWN",20
96,395,"Bars/Taverns/Nightclubs","Accommodations and Food Services","No",10583,"10573",37783,"UNKNOWN",6
5,66,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
25,338,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
25,248,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
10,221,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
12,381,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
30,88,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
31.5,304,"Cosmetics and Beauty Services","Other Services","No",10583,"10075",37783,"UNKNOWN",-999
12,115,"Cosmetics and Beauty Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
12,254,"Cosmetics and Beauty Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
25,168,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
12,228,"Cosmetics and Beauty Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
25,324,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
22.99,284,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
22.99,318,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
22.99,242,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
55,248,"Cosmetics and Beauty Services","Other Services","No",10583,"10601",37783,"UNKNOWN",3
25,234,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
25,7,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
30,143,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
25,107,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
12,198,"Cosmetics and Beauty Services","Other Services","No",10583,"10605",37783,"UNKNOWN",3
30,276,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
12,183,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
15,16,"Cosmetics and Beauty Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
12,151,"Cosmetics and Beauty Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
25,395,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
15,53,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
25,410,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
25,66,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
35,359,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
30,368,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
60,244,"Cosmetics and Beauty Services","Other Services","No",10583,"06880",37783,"UNKNOWN",22
65,320,"Cosmetics and Beauty Services","Other Services","No",10583,"06880",37783,"UNKNOWN",22
60,176,"Cosmetics and Beauty Services","Other Services","No",10583,"06880",37783,"UNKNOWN",22
50,87,"Cosmetics and Beauty Services","Other Services","No",10583,"11021",37783,"UNKNOWN",12
25,419,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
9.5,295,"Cosmetics and Beauty Services","Other Services","No",10583,"10014",37783,"UNKNOWN",18
40,441,"Cosmetics and Beauty Services","Other Services","No",10583,"10605",37783,"UNKNOWN",3
75,386,"Cosmetics and Beauty Services","Other Services","No",10583,"06880",37783,"UNKNOWN",22
60,76,"Cosmetics and Beauty Services","Other Services","No",10583,"06880",37783,"UNKNOWN",22
60,2,"Cosmetics and Beauty Services","Other Services","No",10583,"06880",37783,"UNKNOWN",22
230.86,67,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10583",37783,"UNKNOWN",0
16,147,"Wholesale Trade","Wholesale Trade","No",10583,"10605",37783,"UNKNOWN",3
52.5,368,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","No",10583,"10956",37783,"UNKNOWN",13
50,437,"Miscellaneous Administrative and Waste Disposal Services","Administrative Support, Waste Management and Remediation Services","Yes",10583,"04101",37783,"UNKNOWN",225
25,112,"Miscellaneous Administrative and Waste Disposal Services","Administrative Support, Waste Management and Remediation Services","No",10583,"19073",37783,"UNKNOWN",95
25,96,"Miscellaneous Administrative and Waste Disposal Services","Administrative Support, Waste Management and Remediation Services","Yes",10583,"19073",37783,"UNKNOWN",95
25,138,"Miscellaneous Administrative and Waste Disposal Services","Administrative Support, Waste Management and Remediation Services","No",10583,"19073",37783,"UNKNOWN",95
10,159,"Miscellaneous Administrative and Waste Disposal Services","Administrative Support, Waste Management and Remediation Services","No",10583,"19073",37783,"UNKNOWN",95
25,77,"Miscellaneous Administrative and Waste Disposal Services","Administrative Support, Waste Management and Remediation Services","Yes",10583,"19073",37783,"UNKNOWN",95
6,254,"Communications, Telecommunications, Cable Services","Information","No",10583,"32901",37783,"UNKNOWN",844
6,254,"Communications, Telecommunications, Cable Services","Information","No",10583,"32901",37783,"UNKNOWN",844
28.01,143,"Maintenance and Repair Services","Other Services","No",10583,"10710",37783,"UNKNOWN",3
18.95,31,"Maintenance and Repair Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
18,361,"Maintenance and Repair Services","Other Services","No",10583,"10710",37783,"UNKNOWN",3
8.62,330,"Eating Places","Accommodations and Food Services","No",10583,"10605",37783,"UNKNOWN",3
200,383,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10570",37783,"UNKNOWN",9
45.53,221,"Children's Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
54.69,332,"Children's Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
56.98,380,"Children's Apparel","Apparel and Accessories","Yes",10583,"63017",37783,"UNKNOWN",786
67.75,323,"Children's Apparel","Apparel and Accessories","Yes",10583,"75028",37783,"UNKNOWN",1211
16.89,303,"Children's Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
44.03,298,"Children's Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
109.03,291,"Children's Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
33.78,303,"Children's Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
106.3,452,"Children's Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
76.85,166,"Children's Apparel","Apparel and Accessories","Yes",10583,"75028",37783,"UNKNOWN",1211
33.63,240,"Children's Apparel","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
71.89,52,"Jewelry and Giftware","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
37.53,339,"Jewelry and Giftware","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
107.38,107,"Jewelry and Giftware","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
257.71,415,"Jewelry and Giftware","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
746.75,244,"Jewelry and Giftware","Apparel and Accessories","No",10583,"21208",37783,"UNKNOWN",166
327.49,268,"Jewelry and Giftware","Apparel and Accessories","No",10583,"10538",37783,"UNKNOWN",4
17.18,205,"Jewelry and Giftware","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
48.32,339,"Jewelry and Giftware","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
64.43,275,"Jewelry and Giftware","Apparel and Accessories","No",10583,"10583",37783,"UNKNOWN",0
179.23,324,"Wholesale Trade","Wholesale Trade","No",10583,"11530",37783,"UNKNOWN",17
129.99,187,"Software Production, Network Services and Data Processing","Information","Yes",10583,"10013",37783,"UNKNOWN",19
169,283,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
107,269,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
28.8,448,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
15.83,289,"Miscellaneous","Miscellaneous","Yes",10583,"61401",37783,"UNKNOWN",752
49.37,189,"Miscellaneous","Miscellaneous","Yes",10583,"95014",37783,"UNKNOWN",2234
48.76,300,"Miscellaneous","Miscellaneous","No",10583,"95014",37783,"UNKNOWN",2234
48.98,169,"Miscellaneous","Miscellaneous","No",10583,"95014",37783,"UNKNOWN",2234
53.68,392,"Miscellaneous","Miscellaneous","Yes",10583,"95014",37783,"UNKNOWN",2234
10,135,"Health Care and Social Assistance","Health Care and Social Assistance","Yes",10583,"10591",37783,"UNKNOWN",6
40,303,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10528",37783,"UNKNOWN",3
5,162,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10604",37783,"UNKNOWN",4
20,142,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10604",37783,"UNKNOWN",4
20,7,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10601",37783,"UNKNOWN",3
25,437,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
25,183,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
10,42,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
40,311,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
25,345,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10528",37783,"UNKNOWN",3
10,135,"Health Care and Social Assistance","Health Care and Social Assistance","Yes",10583,"10591",37783,"UNKNOWN",6
40,233,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10528",37783,"UNKNOWN",3
40,414,"Health Care and Social Assistance","Health Care and Social Assistance","Yes",10583,"10528",37783,"UNKNOWN",3
25,338,"Health Care and Social Assistance","Health Care and Social Assistance","Yes",10583,"10528",37783,"UNKNOWN",3
40.81,413,"Health Care and Social Assistance","Health Care and Social Assistance","Yes",10583,"10528",37783,"UNKNOWN",3
40,191,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10528",37783,"UNKNOWN",3
30,42,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
20,308,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10583",37783,"UNKNOWN",0
25,373,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10528",37783,"UNKNOWN",3
25,198,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10604",37783,"UNKNOWN",4
20,162,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10604",37783,"UNKNOWN",4
25,413,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10528",37783,"UNKNOWN",3
135.72,450,"Health Care and Social Assistance","Health Care and Social Assistance","Yes",10583,"10528",37783,"UNKNOWN",3
40,17,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
47.8,231,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
60,52,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
20.85,203,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
28.75,446,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
88.9,371,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
51.5,312,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
36.5,196,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
18.35,270,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
24.55,326,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
38,263,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
40,361,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
18.1,249,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
13.25,153,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
0.05,388,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
8,147,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
46.25,333,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
8,243,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
15.05,284,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
61.7,410,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
13,221,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
0.05,388,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
21,418,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
25,184,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
0.05,133,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
12.5,238,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
13,207,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
33.25,256,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
63.3,453,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
3.2,305,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
40.5,385,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
95,347,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
0.05,133,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
13,277,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
43.45,340,"Dry Cleaning, Laundry Services","Other Services","No",10583,"10502",37783,"UNKNOWN",3
31.7,436,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
8.98,86,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
11.49,323,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
6.83,401,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
32.2,429,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
12.3,427,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
12.68,224,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
13.69,203,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
5.67,364,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
11.24,204,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
55.4,149,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
2.25,272,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
8.98,63,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
26.61,165,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
40,378,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
36.51,23,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
32.16,294,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
42.81,391,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
46.09,420,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
44.37,314,"Eating Places","Accommodations and Food Services","No",10583,"10011",37783,"UNKNOWN",17
67.67,345,"Eating Places","Accommodations and Food Services","No",10583,"10706",37783,"UNKNOWN",3
33.59,161,"Eating Places","Accommodations and Food Services","No",10583,"10606",37783,"UNKNOWN",3
27.22,409,"Eating Places","Accommodations and Food Services","No",10583,"10010",37783,"UNKNOWN",17
22.49,394,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
51.48,325,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
35.76,193,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
51.48,325,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
5.67,414,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
13.12,405,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
42.68,356,"Eating Places","Accommodations and Food Services","No",10583,"10014",37783,"UNKNOWN",18
25.7,220,"Eating Places","Accommodations and Food Services","No",10583,"10607",37783,"UNKNOWN",3
67.92,329,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
23.25,150,"Eating Places","Accommodations and Food Services","No",10583,"10607",37783,"UNKNOWN",3
30.8,186,"Eating Places","Accommodations and Food Services","No",10583,"10607",37783,"UNKNOWN",3
7.75,186,"Eating Places","Accommodations and Food Services","No",10583,"10607",37783,"UNKNOWN",3
22.3,186,"Eating Places","Accommodations and Food Services","No",10583,"10607",37783,"UNKNOWN",3
88.46,205,"Eating Places","Accommodations and Food Services","No",10583,"10532",37783,"UNKNOWN",7
25.75,373,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
108.98,52,"Eating Places","Accommodations and Food Services","No",10583,"10504",37783,"UNKNOWN",10
152.39,346,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
103.35,227,"Eating Places","Accommodations and Food Services","No",10583,"10549",37783,"UNKNOWN",13
46.18,227,"Eating Places","Accommodations and Food Services","No",10583,"10549",37783,"UNKNOWN",13
10.25,163,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
13.66,356,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
161,229,"Eating Places","Accommodations and Food Services","No",10583,"06878",37783,"UNKNOWN",10
25.21,30,"Eating Places","Accommodations and Food Services","No",10583,"06880",37783,"UNKNOWN",22
36.06,270,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
43.4,84,"Eating Places","Accommodations and Food Services","No",10583,"06880",37783,"UNKNOWN",22
118.11,10,"Eating Places","Accommodations and Food Services","No",10583,"10573",37783,"UNKNOWN",6
15.41,286,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
45,34,"Eating Places","Accommodations and Food Services","No",10583,"11770",37783,"UNKNOWN",36
9.58,139,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
30.25,64,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
28.69,122,"Eating Places","Accommodations and Food Services","No",10583,"10591",37783,"UNKNOWN",6
92.35,367,"Eating Places","Accommodations and Food Services","No",10583,"10530",37783,"UNKNOWN",2
8.98,70,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
87.1,203,"Eating Places","Accommodations and Food Services","No",10583,"10036",37783,"UNKNOWN",16
14.45,90,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
11.05,295,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
199.24,333,"Eating Places","Accommodations and Food Services","No",10583,"10013",37783,"UNKNOWN",19
51,77,"Eating Places","Accommodations and Food Services","No",10583,"10003",37783,"UNKNOWN",18
6.88,225,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
38.55,236,"Eating Places","Accommodations and Food Services","No",10583,"10607",37783,"UNKNOWN",3
208.44,45,"Eating Places","Accommodations and Food Services","No",10583,"10003",37783,"UNKNOWN",18
36.19,108,"Eating Places","Accommodations and Food Services","No",10583,"10591",37783,"UNKNOWN",6
70.2,432,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
88.6,101,"Eating Places","Accommodations and Food Services","No",10583,"10801",37783,"UNKNOWN",4
157.69,141,"Eating Places","Accommodations and Food Services","No",10583,"10605",37783,"UNKNOWN",3
169.84,304,"Eating Places","Accommodations and Food Services","No",10583,"10023",37783,"UNKNOWN",15
52.59,123,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
55.52,43,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
72.56,2,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
36.02,111,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
